Type ligne ;Type Budget;code;Mission;Ministere;Libelle;Libelle abrege
ACT;BG;204-11;;;Pilotage de la politique de santé publique;
SSA;BG;204-11-01;;;Actions de pilotage, de soutien et de partenariats pour relayer la politique de santé publique;
SSA;BG;204-11-02;;;Veille, surveillance, évaluation et expertise (dont  le Haut conseil de santé publique);
SSA;BG;204-11-08;;;Développement et exploitation des systèmes d'information de santé publique;
SSA;BG;204-11-04;;;Actions juridiques et contentieuses;
SSA;BG;204-11-05;;;Ecole des hautes études de santé publique (EHESP);
SSA;BG;204-11-07;;;Agence nationale de santé publique (ANSP);
ACT;BG;204-12;;;Santé des populations;
SSA;BG;204-12-02;;;Santé des populations en difficulté;
SSA;BG;204-12-03;;;Santé de la mère et de l'enfant;
SSA;BG;204-12-04;;;Traumatismes et violences;
SSA;BG;204-12-05;;;Politique vaccinale;
ACT;BG;204-14;;;Prévention des maladies chroniques et qualité de vie des malades;
SSA;BG;204-14-01;;;Maladies neuro dégénératives et maladies liées au vieillissement;
SSA;BG;204-14-02;;;Cancer dont dépistages et maintien à domicile (MAD) (y compris Institut national du cancer (INCa));
SSA;BG;204-14-03;;;Prévention des addictions;
SSA;BG;204-14-04;;;Santé mentale;
SSA;BG;204-14-05;;;Autres maladies chroniques;
SSA;BG;204-14-06;;;Infections par le VIH, les IST, les hépatites et la tuberculose;
ACT;BG;204-15;;;Prévention des risques liés à l'environnement et à l'alimentation;
SSA;BG;204-15-01;;;Nutrition et santé;
SSA;BG;204-15-02;;;Environnement et santé;
SSA;BG;204-15-03;;;Expertise, évaluation des risques : Agence nationale de sécurité sanitaire, de l'alimentation, de l’environnement et du travail (ANSES);
ACT;BG;204-16;;;Veille et sécurité sanitaire;
SSA;BG;204-16-01;;;Organisation de la veille et des vigilances sanitaires;
SSA;BG;204-16-03;;;Prévention des risques infectieux émergents et préparation des crises sanitaires;
SSA;BG;204-16-04;;;Gestion des alertes et des crises sanitaires;
ACT;BG;204-17;;;Politique des produits de santé et de la qualité des pratiques et des soins;
SSA;BG;204-17-01;;;Produits de santé, thérapeutiques et cosmétiques : Agence nationale de sécurité du médicament et des produits de santé (ANSM);
SSA;BG;204-17-02;;;Bioéthique et biomédecine : Agence de biomédecine (ABM);
SSA;BG;204-17-03;;;Autres actions relatives à la politique des pratiques et des produits de santé;
SSA;BG;204-17-04;;;Résistance aux antibiotiques et infections liées aux soins;
ACT;BG;204-18;;;Projets régionaux de santé;
ACT;BG;204-19;;;Modernisation de l'offre de soins;
SSA;BG;204-19-02;;;Frais de gestion liés à la certification dans le domaine sanitaire;
SSA;BG;204-19-03;;;Conception des politiques d'offre de soins et actions de modernisation;
SSA;BG;204-19-07;;;Agence pour le développement des systémes d'information de santé partagés (GIP-ASIP);
SSA;BG;204-19-08;;;Agence de santé de Wallis-et-Futuna;
PGM;BG;183;SA;56;Protection maladie;Protection maladie
ACT;BG;183-02;;;Aide médicale de l'Etat;
ACT;BG;183-03;;;Fonds d'indemnisation des victimes de l'amiante;
MSN;BG;SB;;;Sécurités;Sécurités
PGM;BG;161;SB;09;Sécurité civile;Sécurité civile
ACT;BG;161-11;;;Prévention et gestion de crises;
SSA;BG;161-11-05;;;Activité opérationnelle;
SSA;BG;161-11-01;;;Veille, alerte et gestion interministérielle des crises;
SSA;BG;161-11-02;;;Développement et fonctionnement du réseau d'alerte - SAIP;
SSA;BG;161-11-03;;;Solidarité nationale;
SSA;BG;161-11-04;;;Prévention opérationnelle et protection de la population;
SSA;BG;161-11-06;;;Personnel concourant à la prévention et à la gestion de crises;
ACT;BG;161-12;;;Préparation et interventions spécialisées des moyens nationaux;
SSA;BG;161-12-06;;;Pilotage des moyens nationaux;
SSA;BG;161-12-01;;;Préparation et intervention des moyens nationaux aériens - Avions;
SSA;BG;161-12-02;;;Préparation et intervention des moyens nationaux terrestres;
SSA;BG;161-12-03;;;Préparation et intervention des moyens nationaux aériens - Hélicoptères;
SSA;BG;161-12-04;;;Préparation et intervention des moyens nationaux de déminage;
SSA;BG;161-12-05;;;Préparation et intervention des moyens nationaux de soutien;
ACT;BG;161-13;;;Soutien aux acteurs de la sécurité civile;
SSA;BG;161-13-01;;;Aides de l'Etat aux acteurs de la sécurité civile;
SSA;BG;161-13-02;;;Développement et fonctionnement du réseau des transmissions - INPT/ANTARES;
SSA;BG;161-13-03;;;Participation de l'Etat aux pensions, prestations rattachées et indemnités aux sapeurs-pompiers volontaires;
SSA;BG;161-13-04;;;Personnel concourant au soutien des acteurs de la sécurité civile;
ACT;BG;161-14;;;Fonctionnement, soutien et logistique;
SSA;BG;161-14-01;;;Fonctionnement courant des services centraux;
SSA;BG;161-14-02;;;Soutien courant des services;
SSA;BG;161-14-03;;;Personnel concourant au fonctionnement, au soutien et à la logistique;
ACT;BG;161-99;;;Dépenses de personnel du programme à reventiler;
PGM;BG;176;SB;09;Police nationale;Police nationale
ACT;BG;176-04;;;Police des étrangers et sûreté des transports internationaux;
SSA;BG;176-04-03;;;Autres actions relatives à la police des étrangers et à la sureté des transports internationaux - Administration centrale et cabinets;
SSA;BG;176-04-04;;;Autres actions relatives à la police des étrangers et à la sureté des transports internationaux - Hors administration centrale et cabinets;
ACT;BG;176-03;;;Sécurité routière;
SSA;BG;176-03-01;;;Sécurité routière  - Administration centrale et cabinet;
SSA;BG;176-03-02;;;Sécurité routière - Hors administration centrale et cabinets;
ACT;BG;176-02;;;Sécurité et paix publiques;
SSA;BG;176-02-01;;;Sécurité et paix publiques - Administration centrale et cabinets;
SSA;BG;176-02-02;;;Sécurité et paix publiques - Hors administration centrale et cabinet;
ACT;BG;176-05;;;Missions de police judiciaire et concours à la justice;
SSA;BG;176-05-01;;;Missions de police judiciaire et concours à la justice - Administration centrale et cabinets;
SSA;BG;176-05-02;;;Missions de police judiciaire et concours à la justice - Hors administration centrale et cabinets;
ACT;BG;176-01;;;Ordre public et protection de la souveraineté;
SSA;BG;176-01-01;;;Ordre public et protection de la souveraineté - Administration centrale et cabinets;
SSA;BG;176-01-02;;;Ordre public et protection de la souveraineté - Hors administration centrale et cabinets;
ACT;BG;176-06;;;Commandement, ressources humaines et logistique;
SSA;BG;176-06-08;;;Soutien (autres dépenses) - Administration centrale et cabinets;
SSA;BG;176-06-01;;;Formation;
SSA;BG;176-06-02;;;Action sociale;
SSA;BG;176-06-03;;;Immobilier;
SSA;BG;176-06-04;;;Système d'information et de communication : ACROPOL;
SSA;BG;176-06-05;;;Système d'information et de communication : hors ACROPOL;
SSA;BG;176-06-07;;;Soutien (autres dépenses);
ACT;BG;176-99;;;Dépenses de personnel du programme à reventiler;
PGM;BG;152;SB;09;Gendarmerie nationale;Gendarmerie nationale
ACT;BG;152-05;;;Exercice des missions militaires;
SSA;BG;152-05-01;;;Exercice des missions militaires - hors administration centrale et cabinet;
SSA;BG;152-05-02;;;Exercice des missions militaires - administration centrale et cabinet;
ACT;BG;152-04;;;Commandement, ressources humaines et logistique;
SSA;BG;152-04-01;;;Commandement, ressources humaines et logistique;
SSA;BG;152-04-02;;;Commandement, ressources humaines et logistique - administration centrale et cabinet;
ACT;BG;152-03;;;Missions de police judiciaire et concours à la justice;
SSA;BG;152-03-01;;;Missions de police judiciaire et concours à la justice - hors administration centrale et cabinet;
SSA;BG;152-03-02;;;Missions de police judiciaire et concours à la justice - administration centrale et cabinet;
ACT;BG;152-01;;;Ordre et sécurité publics;
SSA;BG;152-01-01;;;Ordre et sécurité publics - hors administration centrale et cabinet;
SSA;BG;152-01-02;;;Ordre et sécurité publics -  administration centrale et cabinet;
ACT;BG;152-02;;;Sécurité routière;
SSA;BG;152-02-01;;;Sécurité routière - hors administration centrale et cabinet;
SSA;BG;152-02-02;;;Sécurité routière - administration centrale et cabinet;
ACT;BG;152-99;;;"Personnel concourant au programme ""Gendarmerie nationale""";
PGM;BG;207;SB;09;Sécurité et éducation routières;Sécurité&CirculRoutières
ACT;BG;207-02;;;Démarches interministérielles et communication;
SSA;BG;207-02-01;;;Communication nationale;
SSA;BG;207-02-02;;;Actions locales et partenariat;
ACT;BG;207-01;;;Observation, prospective, réglementation et soutien au programme;
SSA;BG;207-01-01;;;Prospective;
SSA;BG;207-01-02;;;Soutien au programme;
ACT;BG;207-03;;;Éducation routière;
SSA;BG;207-03-01;;;Organisation des examens du permis de conduire;
SSA;BG;207-03-02;;;Formations;
SSA;BG;207-03-03;;;Aide au financement du permis de conduire à 1 euro par jour;
MSN;BG;PC;;;Crédits non répartis;Crédits non répartis
PGM;BG;552;PC;07;Dépenses accidentelles et imprévisibles;DépensAccidentelleImprev.
ACT;BG;552-01;;;Dépenses accidentelles et imprévisibles;
PGM;BG;551;PC;07;Provision relative aux rémunérations publiques;ProvRémunérationPublique
ACT;BG;551-01;;;Provision relative aux rémunérations publiques;
MSN;BG;RA;;;Recherche et enseignement supérieur;Rech.&ens.sup
PGM;BG;150;RA;38;Formations supérieures et recherche universitaire;FormationsSup.&Rech.Univ.
ACT;BG;150-05;;;Bibliothèques et documentation;Biblio et Documentation
ACT;BG;150-04;;;Établissements d'enseignement privés;Établissements privés
ACT;BG;150-03;;;Formation initiale et continue de niveau doctorat;FI FC de niveau Doctorat
ACT;BG;150-01;;;Formation initiale et continue du baccalauréat à la licence;FI FC du Bac à la Licence
ACT;BG;150-15;;;Pilotage et support du programme;Pilotage Support Prog
SSA;BG;150-15-01;;;"Personnel concourant à l'action ""Pilotage et support du programme""";Personnels act Pilotage
SSA;BG;150-15-02;;;Pilotage du système universitaire;Pilotage Système univ
SSA;BG;150-15-03;;;Pilotage opérationnel des établissements;Pilotage opérat Etab
SSA;BG;150-15-04;;;International;
SSA;BG;150-15-05;;;Formation du vivier;
ACT;BG;150-02;;;Formation initiale et continue de niveau master;FI FC de niveau Master
ACT;BG;150-13;;;Diffusion des savoirs et musées;Diffusion savoirs musées
ACT;BG;150-14;;;Immobilier;
SSA;BG;150-14-06;;;Plan de relance - Construction et 1er équipement (CPER);PR - Const 1er équip CPER
SSA;BG;150-14-01;;;"Personnel concourant à l'action ""immobilier""";Personnels act Immobilier
SSA;BG;150-14-02;;;Construction et 1er équipement (CPER);Construct 1er équip CPER
SSA;BG;150-14-03;;;Construction et 1er équipement (hors CPER);Construct 1er équip HCPER
SSA;BG;150-14-04;;;Maintenance et logistique;
SSA;BG;150-14-05;;;Sécurité;
SSA;BG;150-14-07;;;Plan de relance - Sécurité;PR - Sécurité
ACT;BG;150-99;;;Dépenses de personnel du programme à reventiler;
ACT;BG;150-17;;;Recherche;
PGM;BG;142;RA;03;Enseignement supérieur et recherche agricoles;Ens.sup&rech.agrico.
ACT;BG;142-01;;;Enseignement supérieur;
SSA;BG;142-01-08;;;Versement au CAS pension pour les emplois gagés - hors personnel;
SSA;BG;142-01-05;;;Financement des établissements sous contrat;Etab Sup sous contrat
SSA;BG;142-01-06;;;Action sociale étudiante;
SSA;BG;142-01-07;;;Aides à la mobilité internationale;
SSA;BG;142-01-04;;;Enseignement supérieur public - Financement des établissements d'enseignement supérieur publics (CPER);
SSA;BG;142-01-03;;;Enseignement supérieur public - Financement des établissements d'enseignement supérieur publics (hors CPER);
SSA;BG;142-01-02;;;Enseignement supérieur public - Personnel de l'enseignement supérieur (personnels mis à disposition);
SSA;BG;142-01-01;;;Enseignement supérieur public - Personnel de l'enseignement supérieur (hors personnel mis à disposition);
SSA;BG;142-01-09;;;Contribution au Centre international des hautes études agronomiques méditerranéennes (CIHEAM);
ACT;BG;142-02;;;Recherche, développement et transfert de technologie;
SSA;BG;142-02-06;;;Appui à la recherche des établissements d'enseignement supérieur agricole(CPER);
SSA;BG;142-02-05;;;Appui à la recherche des établissements d'enseignement supérieur agricole (hors CPER);
SSA;BG;142-02-03;;;Appui à la recherche de l'institut national de recherche pour l’agriculture, l’alimentation et l’environnement (INRAE);Appui rech INRAE
SSA;BG;142-02-01;;;Appui à la recherche - Personnel de la recherche du ministère chargé de l'agriculture;
SSA;BG;142-02-07;;;Transfert de technologie, développement agricole, appui à la recherche - Organismes de développement;
ACT;BG;142-99;;;"Dépenses de personnel du programme ""enseignement supérieur et recherche agricoles"" à reventiler";
PGM;BG;186;RA;02;Recherche culturelle et culture scientifique;RechCulturelle&CultScient
ACT;BG;186-03;;;Culture scientifique et technique;Culture scient et tech
SSA;BG;186-03-01;;;Culture scientifique et technique;Culture scient et tech
ACT;BG;186-01;;;Recherche culturelle;
SSA;BG;186-01-10;;;Recherche en faveur des patrimoines;Rech Patrimoine
SSA;BG;186-01-11;;;Recherche en faveur de la création;Rech Création
SSA;BG;186-01-12;;;Recherche pluridisciplinaire;Rech pluridisciplinaire
PGM;BG;191;RA;70;Recherche duale (civile et militaire);Rech.duale(civ&mil)
ACT;BG;191-01;;;Recherche duale en sciences du vivant;
SSA;BG;191-01-01;;;Commissariat à l'énergie atomique;
SSA;BG;191-01-02;;;Autres bénéficiaires;
ACT;BG;191-03;;;Recherche duale dans le domaine aérospatial;
SSA;BG;191-03-01;;;Centre national d'études spatiales;
SSA;BG;191-03-02;;;Commissariat à l'énergie atomique;
SSA;BG;191-03-03;;;Autres bénéficiaires;
ACT;BG;191-04;;;Autres recherches et développements technologiques duaux;
SSA;BG;191-04-01;;;Commissariat à l'énergie atomique;
SSA;BG;191-04-02;;;Autres bénéficiaires;
ACT;BG;191-02;;;Recherche duale en sciences et techniques de l'information et de la communication;
SSA;BG;191-02-01;;;Centre national d'études spatiales;
SSA;BG;191-02-02;;;Commissariat à l'énergie atomique;
SSA;BG;191-02-03;;;Autres bénéficiaires;
PGM;BG;190;RA;23;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;Rech.Éne.&Dév.MobDurables
ACT;BG;190-12;;;Recherche dans le domaine des transports, de la construction et de l'aménagement;Rech transp construc amgt
SSA;BG;190-12-01;;;Université Gustave Eiffel;Univ.Gustave Eiffel
SSA;BG;190-12-03;;;Centre scientifique et technique du bâtiment (CSTB);CSTB
ACT;BG;190-13;;;Recherche partenariale dans le développement et l'aménagement durable;Recherche aménagt durable
SSA;BG;190-13-02;;;Agence de l'environnement et de la maîtrise de l'énergie (ADEME);ADEME
SSA;BG;190-13-01;;;Agence nationale chargée de la sécurité sanitaire de l'alimentation, de l'environnement et du travail (ANSES);ANSES
SSA;BG;190-13-07;;;Changement global (GMES, adaptation au changement climatique);CI changement global
SSA;BG;190-13-08;;;Risque, santé, environnement;CI risque, sante , envrt
SSA;BG;190-13-09;;;Biodiversité;
SSA;BG;190-13-05;;;Construction (PREBAT, C2D2, RGCU);CI construction
SSA;BG;190-13-04;;;Recherche en matière de transport (PREDIT);CI recherche transport
SSA;BG;190-13-10;;;Innovation et prospective dans le domaine du développement et de l'aménagement durable;CI innov et prospectiv DD
SSA;BG;190-13-06;;;Urbanisme et territoire (PUCA, MUTS);CI  urba et territoire
ACT;BG;190-11;;;Recherche dans le domaine des risques;Recherche risques
SSA;BG;190-11-01;;;Institut national de l'environnement industriel et des risques (INERIS);INERIS
SSA;BG;190-11-02;;;Institut de radioprotection et de sûreté nucléaire (IRSN);IRSN
ACT;BG;190-14;;;Recherche et développement dans le domaine de l'aéronautique civile;AERO - recherche dév
